Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,datetime,hour,day,weekday,month,is_weekend
2024-07-25,05:30:05,"""CNR1510774""",Completed,"""CID4332116""",Premier Sedan,Faridabad Sector 15,Ambience Mall,11.6,39.5,795.0,15.32,3.1,4.9,Cash,2024-07-25 05:30:05,5,25,3,7,0
2024-08-04,09:57:04,"""CNR4638972""",Completed,"""CID9947005""",Go Mini,Vishwavidyalaya,Shastri Nagar,10.5,27.0,514.0,37.7,4.5,4.5,Cash,2024-08-04 09:57:04,9,4,6,8,1
2024-01-02,19:14:03,"""CNR5338869""",Completed,"""CID5135879""",Go Mini,Barakhamba Road,Azadpur,8.9,26.1,410.0,32.27,3.7,4.3,Credit Card,2024-01-02 19:14:03,19,2,1,1,0
2024-03-07,14:07:06,"""CNR5104920""",Completed,"""CID2275737""",Go Sedan,Mundka,Pragati Maidan,7.4,17.9,116.0,17.02,4.3,4.3,Cash,2024-03-07 14:07:06,14,7,3,3,0
2024-02-20,08:06:07,"""CNR5742230""",Completed,"""CID5055032""",Go Mini,Tis Hazari,Chirag Delhi,14.6,28.8,166.0,20.55,4.3,4.6,Credit Card,2024-02-20 08:06:07,8,20,1,2,0
2024-03-02,14:44:36,"""CNR9340271""",Completed,"""CID5262349""",Go Mini,Udyog Vihar Phase 4,Sikanderpur,14.1,34.3,1213.0,30.43,4.2,4.2,UPI,2024-03-02 14:44:36,14,2,5,3,1
2024-11-01,15:17:36,"""CNR8259532""",Completed,"""CID6971190""",Uber XL,Udyog Vihar Phase 4,Nirman Vihar,10.2,33.3,636.0,18.23,4.4,3.3,UPI,2024-11-01 15:17:36,15,1,4,11,0
2024-05-20,13:07:29,"""CNR8051960""",Completed,"""CID3716284""",Go Mini,Subhash Chowk,Chandni Chowk,10.2,20.5,498.0,32.17,3.1,4.9,UPI,2024-05-20 13:07:29,13,20,0,5,0
2024-09-13,17:19:49,"""CNR7256692""",Completed,"""CID7682129""",Bike,Udyog Bhawan,India Gate,12.5,34.7,182.0,20.68,4.2,4.6,Uber Wallet,2024-09-13 17:19:49,17,13,4,9,0
2024-09-10,14:43:57,"""CNR2098159""",Completed,"""CID9326538""",Go Sedan,Chhatarpur,Chanakyapuri,13.8,18.7,516.0,24.86,4.2,4.5,UPI,2024-09-10 14:43:57,14,10,1,9,0
2024-06-06,19:14:01,"""CNR4369878""",Completed,"""CID9302628""",Go Mini,Ashok Vihar,Mayur Vihar,2.7,18.1,383.0,47.41,4.2,3.9,Debit Card,2024-06-06 19:14:01,19,6,3,6,0
2024-04-23,20:46:09,"""CNR3767991""",Completed,"""CID9232616""",Auto,Sarai Kale Khan,Hauz Khas,8.7,27.9,189.0,39.07,4.4,4.2,Cash,2024-04-23 20:46:09,20,23,1,4,0
2024-05-06,18:16:24,"""CNR3652693""",Completed,"""CID9802686""",Auto,Ashok Vihar,Sarojini Nagar,13.3,38.5,221.0,31.08,4.3,4.6,UPI,2024-05-06 18:16:24,18,6,0,5,0
2024-05-29,22:14:48,"""CNR7794423""",Completed,"""CID6034472""",Premier Sedan,Noida Extension,India Gate,13.3,19.4,221.0,22.2,4.9,3.9,UPI,2024-05-29 22:14:48,22,29,2,5,0
2024-02-12,16:15:20,"""CNR9054877""",Completed,"""CID1376224""",Auto,Model Town,Rajiv Chowk,4.3,17.7,745.0,45.49,3.9,4.3,Credit Card,2024-02-12 16:15:20,16,12,0,2,0
2024-07-12,12:42:19,"""CNR7867947""",Completed,"""CID5100843""",Auto,Munirka,Pataudi Chowk,6.5,15.6,855.0,4.93,4.3,4.5,UPI,2024-07-12 12:42:19,12,12,4,7,0
2024-10-11,10:43:17,"""CNR1228588""",Completed,"""CID4164941""",Auto,New Delhi Railway Station,Tis Hazari,14.5,23.9,162.0,11.79,4.9,4.3,Uber Wallet,2024-10-11 10:43:17,10,11,4,10,0
2024-03-17,22:02:57,"""CNR1511051""",Completed,"""CID8000144""",Bike,Panipat,Tilak Nagar,3.8,15.9,1296.0,48.72,4.9,4.7,UPI,2024-03-17 22:02:57,22,17,6,3,1
2024-07-08,19:17:22,"""CNR2344758""",Completed,"""CID4316580""",Auto,Nehru Place,Laxmi Nagar,7.1,35.0,847.0,46.58,3.9,4.1,UPI,2024-07-08 19:17:22,19,8,0,7,0
2024-05-17,06:43:26,"""CNR9304321""",Completed,"""CID3480564""",Go Sedan,Okhla,Rohini,13.0,25.2,924.0,23.75,4.3,3.7,UPI,2024-05-17 06:43:26,6,17,4,5,0
2024-12-25,17:13:25,"""CNR2883171""",Completed,"""CID8376146""",Go Mini,Ardee City,Mehrauli,9.7,25.6,392.0,49.24,4.3,4.2,Uber Wallet,2024-12-25 17:13:25,17,25,2,12,0
2024-07-10,11:35:03,"""CNR8963166""",Completed,"""CID9809147""",eBike,IIT Delhi,Dwarka Mor,8.1,22.9,211.0,33.18,3.9,4.9,Cash,2024-07-10 11:35:03,11,10,2,7,0
2024-01-26,20:15:17,"""CNR4479307""",Completed,"""CID9043870""",eBike,Noida Film City,IIT Delhi,8.6,43.3,210.0,14.05,4.2,5.0,Cash,2024-01-26 20:15:17,20,26,4,1,0
2024-07-23,15:51:53,"""CNR9997928""",Completed,"""CID9851197""",Bike,New Delhi Railway Station,Sarojini Nagar,4.8,29.5,931.0,37.91,4.1,4.9,Cash,2024-07-23 15:51:53,15,23,1,7,0
2024-11-08,10:03:50,"""CNR4984568""",Completed,"""CID9299735""",Auto,Mayur Vihar,Udyog Vihar,8.4,25.0,279.0,46.25,4.8,4.9,UPI,2024-11-08 10:03:50,10,8,4,11,0
2024-05-28,10:29:32,"""CNR9601469""",Completed,"""CID4360985""",Go Mini,Paschim Vihar,Khandsa,4.2,34.9,895.0,29.84,4.3,4.9,Cash,2024-05-28 10:29:32,10,28,1,5,0
2024-08-03,10:18:40,"""CNR9536227""",Completed,"""CID6134435""",Go Mini,Tagore Garden,Tilak Nagar,2.3,36.2,1198.0,18.25,4.6,5.0,Credit Card,2024-08-03 10:18:40,10,3,5,8,1
2024-06-02,08:39:05,"""CNR9347868""",Completed,"""CID8094102""",Go Mini,Paharganj,Ghitorni,8.0,42.3,111.0,47.94,3.6,4.5,UPI,2024-06-02 08:39:05,8,2,6,6,1
2024-03-03,18:13:09,"""CNR6436384""",Completed,"""CID1192463""",eBike,Shahdara,Dwarka Mor,6.6,31.5,614.0,5.19,4.7,4.3,Cash,2024-03-03 18:13:09,18,3,6,3,1
2024-10-19,19:03:04,"""CNR9935317""",Completed,"""CID6821092""",Auto,Shastri Park,Mundka,11.6,41.0,2468.0,3.8,4.4,4.3,Cash,2024-10-19 19:03:04,19,19,5,10,1
2024-03-27,16:44:14,"""CNR4443443""",Completed,"""CID4348916""",Go Sedan,Mayur Vihar,Rajiv Chowk,12.9,30.8,353.0,17.58,4.7,4.0,UPI,2024-03-27 16:44:14,16,27,2,3,0
2024-08-03,18:46:43,"""CNR7455640""",Completed,"""CID9960650""",Go Sedan,Tilak Nagar,Azadpur,8.4,20.3,458.0,3.14,4.1,4.1,Debit Card,2024-08-03 18:46:43,18,3,5,8,1
2024-02-11,07:13:17,"""CNR7747534""",Completed,"""CID7264702""",Auto,India Gate,Ghitorni,5.7,30.1,949.0,27.71,3.4,4.3,UPI,2024-02-11 07:13:17,7,11,6,2,1
2024-11-05,17:11:48,"""CNR7689859""",Completed,"""CID1379819""",Go Sedan,Chirag Delhi,GTB Nagar,8.1,17.2,467.0,12.97,3.7,4.2,Cash,2024-11-05 17:11:48,17,5,1,11,0
2024-11-20,01:03:39,"""CNR5525115""",Completed,"""CID1424822""",Premier Sedan,Karkarduma,IGI Airport,11.3,22.4,967.0,26.49,4.2,4.1,Credit Card,2024-11-20 01:03:39,1,20,2,11,0
2024-10-10,22:18:49,"""CNR3230197""",Completed,"""CID6255661""",Premier Sedan,Kherki Daula Toll,Ghitorni,12.4,25.9,1874.0,44.93,4.2,4.1,Cash,2024-10-10 22:18:49,22,10,3,10,0
2024-11-02,08:45:42,"""CNR5796804""",Completed,"""CID8288062""",Go Sedan,Ghitorni,Samaypur Badli,8.9,22.9,135.0,36.46,4.4,5.0,UPI,2024-11-02 08:45:42,8,2,5,11,1
2024-12-06,20:43:11,"""CNR8468987""",Completed,"""CID8324277""",Go Mini,New Colony,Anand Vihar ISBT,7.6,42.4,63.0,5.8,4.5,4.3,Credit Card,2024-12-06 20:43:11,20,6,4,12,0
2024-08-20,13:27:03,"""CNR9136302""",Completed,"""CID2474494""",Go Mini,Pitampura,AIIMS,3.7,24.3,326.0,22.68,4.9,4.6,UPI,2024-08-20 13:27:03,13,20,1,8,0
2024-05-05,19:14:38,"""CNR6378612""",Completed,"""CID4408473""",Auto,Narsinghpur,Vidhan Sabha,13.6,17.7,457.0,19.57,4.1,4.9,UPI,2024-05-05 19:14:38,19,5,6,5,1
2024-12-24,18:24:22,"""CNR1795987""",Completed,"""CID3142210""",Premier Sedan,Vaishali,INA Market,2.6,20.4,417.0,37.07,4.3,4.3,UPI,2024-12-24 18:24:22,18,24,1,12,0
2024-12-05,17:14:53,"""CNR4617065""",Completed,"""CID4772791""",Bike,Dwarka Sector 21,Sonipat,14.2,31.1,779.0,42.13,4.2,4.4,Cash,2024-12-05 17:14:53,17,5,3,12,0
2024-07-06,06:00:43,"""CNR4526427""",Completed,"""CID8964784""",Go Mini,Connaught Place,Nehru Place,7.7,37.9,551.0,19.85,4.1,4.2,Credit Card,2024-07-06 06:00:43,6,6,5,7,1
2024-08-23,18:33:03,"""CNR5747231""",Completed,"""CID7629746""",Bike,Kanhaiya Nagar,Raj Nagar Extension,2.1,22.4,269.0,40.24,4.2,4.2,Cash,2024-08-23 18:33:03,18,23,4,8,0
2024-07-21,12:51:27,"""CNR3798601""",Completed,"""CID8841642""",Auto,Pulbangash,Vaishali,2.3,27.7,722.0,24.52,4.2,4.4,UPI,2024-07-21 12:51:27,12,21,6,7,1
2024-10-10,10:45:43,"""CNR5722868""",Completed,"""CID8760789""",Auto,Sadar Bazar Gurgaon,Chanakyapuri,10.0,36.9,487.0,48.27,4.4,4.6,UPI,2024-10-10 10:45:43,10,10,3,10,0
2024-05-05,10:51:27,"""CNR8766393""",Completed,"""CID3308319""",Go Sedan,Gurgaon Sector 56,Sohna Road,5.1,32.0,385.0,34.42,4.8,3.9,Cash,2024-05-05 10:51:27,10,5,6,5,1
2024-09-09,21:18:34,"""CNR3934491""",Completed,"""CID7261346""",Bike,Bhiwadi,India Gate,10.5,33.0,73.0,34.07,3.7,4.4,Uber Wallet,2024-09-09 21:18:34,21,9,0,9,0
2024-12-17,07:42:52,"""CNR6397167""",Completed,"""CID6730872""",Go Mini,Rithala,Hero Honda Chowk,6.2,38.5,260.0,21.27,4.2,5.0,Debit Card,2024-12-17 07:42:52,7,17,1,12,0
2024-04-30,09:17:09,"""CNR9636763""",Completed,"""CID8115117""",Bike,Mundka,Raj Nagar Extension,11.3,24.7,100.0,12.96,3.8,3.8,Debit Card,2024-04-30 09:17:09,9,30,1,4,0
2024-05-27,20:31:37,"""CNR2601652""",Completed,"""CID5432170""",Auto,Sikanderpur,Jor Bagh,11.4,39.4,657.0,15.36,5.0,3.6,Cash,2024-05-27 20:31:37,20,27,0,5,0
2024-08-26,10:44:18,"""CNR7702692""",Completed,"""CID3317624""",Go Sedan,India Gate,Greater Noida,4.7,19.9,904.0,37.3,4.9,4.3,Cash,2024-08-26 10:44:18,10,26,0,8,0
2024-08-17,18:30:35,"""CNR6329442""",Completed,"""CID1564763""",Go Sedan,ITO,Shastri Nagar,14.0,30.5,1542.0,28.5,3.5,4.9,UPI,2024-08-17 18:30:35,18,17,5,8,1
2024-12-15,15:14:22,"""CNR2564273""",Completed,"""CID8108036""",Auto,Chandni Chowk,Moti Nagar,3.1,33.2,517.0,33.98,4.5,4.9,Cash,2024-12-15 15:14:22,15,15,6,12,1
2024-01-09,22:34:50,"""CNR1626522""",Completed,"""CID5153737""",Go Sedan,Udyog Vihar Phase 4,Keshav Puram,3.5,38.3,499.0,33.58,4.3,4.6,Debit Card,2024-01-09 22:34:50,22,9,1,1,0
2024-03-05,20:40:57,"""CNR1740297""",Completed,"""CID4513600""",eBike,Vishwavidyalaya,Jama Masjid,7.2,30.1,534.0,29.19,4.5,5.0,UPI,2024-03-05 20:40:57,20,5,1,3,0
2024-07-06,17:48:37,"""CNR7581200""",Completed,"""CID8700165""",eBike,Nehru Place,Tis Hazari,4.7,17.3,1347.0,26.36,3.3,4.2,Credit Card,2024-07-06 17:48:37,17,6,5,7,1
2024-06-15,14:08:38,"""CNR4141655""",Completed,"""CID5193392""",Go Mini,Rohini East,Dilshad Garden,11.9,29.6,561.0,41.01,4.2,4.3,UPI,2024-06-15 14:08:38,14,15,5,6,1
2024-11-16,18:20:51,"""CNR3693311""",Completed,"""CID8639591""",Auto,Bhiwadi,Cyber Hub,4.3,43.4,819.0,27.58,4.2,4.3,Debit Card,2024-11-16 18:20:51,18,16,5,11,1
2024-12-28,10:59:12,"""CNR2307639""",Completed,"""CID8261924""",Go Mini,Rithala,Paschim Vihar,14.1,41.5,2347.0,5.86,4.4,3.9,UPI,2024-12-28 10:59:12,10,28,5,12,1
2024-05-26,18:39:17,"""CNR5529688""",Completed,"""CID7433263""",Go Mini,Satguru Ram Singh Marg,AIIMS,9.5,24.3,1517.0,23.71,4.7,4.4,UPI,2024-05-26 18:39:17,18,26,6,5,1
2024-01-12,05:18:37,"""CNR7942503""",Completed,"""CID5815976""",Auto,Tughlakabad,Tilak Nagar,13.6,25.7,310.0,38.32,3.0,4.9,Cash,2024-01-12 05:18:37,5,12,4,1,0
2024-04-29,16:58:01,"""CNR1523574""",Completed,"""CID3167495""",Auto,Subhash Chowk,Pulbangash,13.8,27.9,153.0,17.2,4.2,4.4,UPI,2024-04-29 16:58:01,16,29,0,4,0
2024-08-24,22:14:37,"""CNR6055801""",Completed,"""CID8948287""",Auto,Noida Extension,Dwarka Mor,13.7,36.0,717.0,29.46,3.4,4.8,Debit Card,2024-08-24 22:14:37,22,24,5,8,1
2024-08-26,12:09:29,"""CNR2622112""",Completed,"""CID7039482""",Bike,Noida Sector 62,IGI Airport,5.1,44.4,599.0,33.52,4.2,3.8,Cash,2024-08-26 12:09:29,12,26,0,8,0
2024-10-29,05:04:45,"""CNR4934681""",Completed,"""CID2675875""",eBike,South Extension,Karol Bagh,13.0,23.4,856.0,27.81,5.0,4.9,Credit Card,2024-10-29 05:04:45,5,29,1,10,0
2024-07-12,14:42:33,"""CNR5130186""",Completed,"""CID6600515""",Go Sedan,Shahdara,Barakhamba Road,12.1,32.8,61.0,49.48,4.3,4.8,UPI,2024-07-12 14:42:33,14,12,4,7,0
2024-10-04,09:10:55,"""CNR7829963""",Completed,"""CID4357579""",Go Mini,IMT Manesar,Netaji Subhash Place,8.9,33.9,456.0,26.5,3.7,4.1,UPI,2024-10-04 09:10:55,9,4,4,10,0
2024-03-03,12:21:01,"""CNR5154801""",Completed,"""CID9972211""",Auto,Pragati Maidan,Tagore Garden,11.2,35.0,1047.0,48.41,4.7,4.8,Credit Card,2024-03-03 12:21:01,12,3,6,3,1
2024-03-11,17:10:19,"""CNR8708954""",Completed,"""CID5181052""",Auto,Noida Sector 62,Palam Vihar,11.3,17.0,483.0,5.68,4.2,4.9,UPI,2024-03-11 17:10:19,17,11,0,3,0
2024-02-19,19:54:51,"""CNR4803286""",Completed,"""CID6979345""",Bike,Panchsheel Park,Mehrauli,5.1,20.9,401.0,10.88,4.4,4.4,Cash,2024-02-19 19:54:51,19,19,0,2,0
2024-10-10,19:48:25,"""CNR3951989""",Completed,"""CID6859309""",Auto,Noida Film City,Greater Noida,8.3,40.8,305.0,29.44,4.7,4.1,Cash,2024-10-10 19:48:25,19,10,3,10,0
2024-01-24,12:05:54,"""CNR2340009""",Completed,"""CID1759286""",Auto,Kalkaji,Khandsa,14.3,37.8,686.0,25.32,3.7,4.2,Cash,2024-01-24 12:05:54,12,24,2,1,0
2024-07-19,21:05:37,"""CNR2289759""",Completed,"""CID7875579""",Premier Sedan,Bhiwadi,Vinobapuri,10.8,17.9,206.0,35.45,5.0,3.9,UPI,2024-07-19 21:05:37,21,19,4,7,0
2024-12-10,13:00:16,"""CNR7833407""",Completed,"""CID7220651""",Go Mini,Sadar Bazar Gurgaon,Golf Course Road,13.1,16.3,122.0,2.88,3.5,4.5,UPI,2024-12-10 13:00:16,13,10,1,12,0
2024-01-16,06:14:19,"""CNR9301526""",Completed,"""CID1248935""",Auto,Tis Hazari,AIIMS,10.9,23.3,445.0,35.03,3.8,4.9,Credit Card,2024-01-16 06:14:19,6,16,1,1,0
2024-03-02,12:55:48,"""CNR7329915""",Completed,"""CID9877521""",Auto,Ashok Park Main,Sonipat,11.7,26.8,1577.0,2.65,3.3,3.5,UPI,2024-03-02 12:55:48,12,2,5,3,1
2024-06-05,20:18:37,"""CNR4619957""",Completed,"""CID9163122""",Bike,Keshav Puram,Dwarka Mor,2.1,16.2,463.0,29.48,4.2,4.8,Credit Card,2024-06-05 20:18:37,20,5,2,6,0
2024-12-17,08:32:47,"""CNR6903027""",Completed,"""CID9398742""",Go Mini,IGI Airport,Indraprastha,14.2,38.4,774.0,14.97,4.5,4.4,Cash,2024-12-17 08:32:47,8,17,1,12,0
2024-08-07,00:57:13,"""CNR3729888""",Completed,"""CID8080855""",Go Mini,Patel Chowk,Nirman Vihar,5.1,38.6,430.0,29.86,4.1,4.1,UPI,2024-08-07 00:57:13,0,7,2,8,0
2024-11-13,16:25:36,"""CNR3136463""",Completed,"""CID4902212""",Auto,Preet Vihar,Vinobapuri,5.9,20.2,463.0,45.83,4.7,4.2,UPI,2024-11-13 16:25:36,16,13,2,11,0
2024-04-18,12:39:10,"""CNR3722174""",Completed,"""CID9418173""",Auto,Faridabad Sector 15,Raj Nagar Extension,6.6,36.3,515.0,33.67,4.4,4.4,Credit Card,2024-04-18 12:39:10,12,18,3,4,0
2024-06-04,07:25:02,"""CNR9536462""",Completed,"""CID7411097""",Go Sedan,Khan Market,Noida Film City,5.7,22.2,92.0,15.25,4.1,4.6,UPI,2024-06-04 07:25:02,7,4,1,6,0
2024-08-06,19:05:51,"""CNR9184913""",Completed,"""CID3965387""",Go Sedan,Maidan Garhi,Keshav Puram,3.3,35.0,177.0,45.58,4.3,4.6,Cash,2024-08-06 19:05:51,19,6,1,8,0
2024-08-24,10:22:27,"""CNR1750712""",Completed,"""CID4161896""",Auto,Paschim Vihar,Bahadurgarh,13.3,35.1,110.0,34.41,4.1,3.6,UPI,2024-08-24 10:22:27,10,24,5,8,1
2024-10-06,13:17:41,"""CNR6357662""",Completed,"""CID3378775""",Bike,Paharganj,Uttam Nagar,13.0,30.0,1514.0,20.63,4.3,4.7,UPI,2024-10-06 13:17:41,13,6,6,10,1
2024-12-18,11:42:50,"""CNR8355696""",Completed,"""CID8766931""",Auto,Kanhaiya Nagar,Preet Vihar,5.3,33.7,132.0,42.61,4.3,4.3,Credit Card,2024-12-18 11:42:50,11,18,2,12,0
2024-01-11,14:31:47,"""CNR3564188""",Completed,"""CID6635099""",Go Sedan,Saidulajab,Subhash Chowk,13.9,30.4,347.0,45.38,5.0,5.0,Credit Card,2024-01-11 14:31:47,14,11,3,1,0
2024-10-15,13:20:23,"""CNR8220427""",Completed,"""CID4568620""",Go Sedan,Seelampur,Dilshad Garden,13.7,15.9,959.0,38.57,3.7,4.7,Credit Card,2024-10-15 13:20:23,13,15,1,10,0
2024-07-13,22:30:18,"""CNR6114728""",Completed,"""CID2018203""",Auto,Hero Honda Chowk,Rajiv Chowk,10.3,40.2,981.0,14.71,3.8,4.9,UPI,2024-07-13 22:30:18,22,13,5,7,1
2024-08-18,17:44:36,"""CNR8960479""",Completed,"""CID9605673""",Auto,Shastri Park,Gurgaon Sector 56,6.5,40.2,397.0,29.2,4.1,4.3,UPI,2024-08-18 17:44:36,17,18,6,8,1
2024-05-21,08:56:46,"""CNR9434468""",Completed,"""CID2604577""",Go Mini,Lajpat Nagar,Vidhan Sabha,3.8,20.9,455.0,19.85,4.5,4.6,UPI,2024-05-21 08:56:46,8,21,1,5,0
2024-06-23,16:35:20,"""CNR1596321""",Completed,"""CID5162029""",Go Sedan,Ramesh Nagar,Shastri Park,14.9,28.5,394.0,22.76,4.2,4.4,Debit Card,2024-06-23 16:35:20,16,23,6,6,1
2024-11-29,22:38:26,"""CNR3471826""",Completed,"""CID5676672""",Bike,Pragati Maidan,Lajpat Nagar,14.8,15.1,779.0,45.61,4.3,3.3,UPI,2024-11-29 22:38:26,22,29,4,11,0
2024-01-10,11:38:31,"""CNR2641434""",Completed,"""CID5312216""",Premier Sedan,Rohini West,Lal Quila,2.1,42.4,853.0,21.09,3.8,4.4,Cash,2024-01-10 11:38:31,11,10,2,1,0
2024-05-12,06:06:54,"""CNR6017887""",Completed,"""CID2035686""",Bike,Rithala,IGNOU Road,10.3,24.8,348.0,40.7,4.3,4.9,Debit Card,2024-05-12 06:06:54,6,12,6,5,1
2024-03-27,20:38:37,"""CNR2906335""",Completed,"""CID4140577""",Go Sedan,Welcome,IMT Manesar,12.6,37.9,830.0,19.36,4.9,4.4,UPI,2024-03-27 20:38:37,20,27,2,3,0
2024-03-16,21:55:35,"""CNR2520250""",Completed,"""CID3815974""",Premier Sedan,Kalkaji,Kirti Nagar,8.2,23.3,277.0,7.02,4.1,3.9,Cash,2024-03-16 21:55:35,21,16,5,3,1
2024-05-03,00:44:04,"""CNR9391781""",Completed,"""CID7193465""",Auto,Pataudi Chowk,Peeragarhi,11.8,29.9,364.0,43.17,4.2,4.2,Cash,2024-05-03 00:44:04,0,3,4,5,0
2024-09-27,18:45:28,"""CNR8932119""",Completed,"""CID9018102""",Auto,Rohini East,Kanhaiya Nagar,4.8,17.0,576.0,5.9,4.2,4.9,Cash,2024-09-27 18:45:28,18,27,4,9,0
2024-12-07,13:03:18,"""CNR2037642""",Completed,"""CID2193696""",Go Mini,Shastri Park,IIT Delhi,14.3,22.9,1293.0,29.9,3.5,4.4,Debit Card,2024-12-07 13:03:18,13,7,5,12,1
2024-07-08,18:15:35,"""CNR7006803""",Completed,"""CID5630024""",Bike,Vinobapuri,IFFCO Chowk,12.2,32.1,583.0,4.5,4.7,4.3,UPI,2024-07-08 18:15:35,18,8,0,7,0
2024-07-23,18:17:54,"""CNR6587927""",Completed,"""CID9908198""",Bike,Tagore Garden,Rohini West,2.0,23.2,474.0,12.43,4.8,4.2,Cash,2024-07-23 18:17:54,18,23,1,7,0
2024-08-14,13:06:57,"""CNR5333957""",Completed,"""CID5425377""",Go Mini,Greater Kailash,Sarai Kale Khan,13.6,33.7,461.0,6.56,3.5,3.2,Debit Card,2024-08-14 13:06:57,13,14,2,8,0
2024-07-16,22:10:25,"""CNR7170515""",Completed,"""CID7812298""",Premier Sedan,Hauz Rani,DLF Phase 3,9.3,20.3,293.0,29.48,4.4,5.0,Cash,2024-07-16 22:10:25,22,16,1,7,0
2024-05-17,10:12:50,"""CNR3551820""",Completed,"""CID1313136""",Go Sedan,Peeragarhi,Samaypur Badli,7.5,38.4,928.0,21.96,3.9,4.2,UPI,2024-05-17 10:12:50,10,17,4,5,0
2024-04-23,19:49:30,"""CNR7002136""",Completed,"""CID6095516""",Auto,Udyog Vihar,Kashmere Gate,4.7,33.4,363.0,24.16,4.2,4.3,Cash,2024-04-23 19:49:30,19,23,1,4,0
2024-05-10,14:46:14,"""CNR2586326""",Completed,"""CID8644141""",Auto,Preet Vihar,Subhash Chowk,4.6,20.3,69.0,10.53,4.8,4.6,Cash,2024-05-10 14:46:14,14,10,4,5,0
2024-11-04,21:35:07,"""CNR4597499""",Completed,"""CID6688165""",Go Sedan,Green Park,Shastri Nagar,11.3,22.8,315.0,8.97,4.1,4.4,Uber Wallet,2024-11-04 21:35:07,21,4,0,11,0
2024-06-29,20:34:03,"""CNR1579074""",Completed,"""CID8562639""",Go Mini,Civil Lines Gurgaon,Chandni Chowk,14.6,39.2,578.0,49.01,4.3,4.6,UPI,2024-06-29 20:34:03,20,29,5,6,1
2024-11-04,14:49:10,"""CNR3142042""",Completed,"""CID3248625""",Go Sedan,Huda City Centre,Madipur,12.5,33.0,409.0,17.4,4.6,4.8,UPI,2024-11-04 14:49:10,14,4,0,11,0
2024-04-10,08:18:32,"""CNR6384986""",Completed,"""CID2360188""",Premier Sedan,Hauz Rani,Basai Dhankot,10.5,15.0,271.0,35.13,4.6,3.5,Debit Card,2024-04-10 08:18:32,8,10,2,4,0
2024-09-08,09:11:18,"""CNR3764104""",Completed,"""CID7450079""",Premier Sedan,GTB Nagar,MG Road,14.2,31.3,219.0,22.5,4.0,4.9,UPI,2024-09-08 09:11:18,9,8,6,9,1
2024-07-17,14:50:55,"""CNR1031691""",Completed,"""CID4567729""",Premier Sedan,Saket A Block,IGNOU Road,8.0,15.7,292.0,10.75,5.0,4.0,UPI,2024-07-17 14:50:55,14,17,2,7,0
2024-05-05,17:36:06,"""CNR7993570""",Completed,"""CID5247185""",Go Sedan,Kalkaji,Ghitorni,8.4,44.7,682.0,47.4,4.1,4.5,Credit Card,2024-05-05 17:36:06,17,5,6,5,1
2024-11-03,08:45:33,"""CNR1515184""",Completed,"""CID5189685""",Premier Sedan,Indirapuram,Vidhan Sabha,7.7,15.3,891.0,5.32,4.7,4.4,Debit Card,2024-11-03 08:45:33,8,3,6,11,1
2024-11-08,21:44:09,"""CNR9448453""",Completed,"""CID9433383""",eBike,Paharganj,Jama Masjid,8.2,37.7,72.0,24.31,3.6,3.8,Uber Wallet,2024-11-08 21:44:09,21,8,4,11,0
2024-08-08,09:46:24,"""CNR2043506""",Completed,"""CID3459386""",Go Sedan,Lal Quila,Hauz Rani,7.6,15.2,789.0,2.42,3.6,4.4,UPI,2024-08-08 09:46:24,9,8,3,8,0
2024-02-18,22:35:09,"""CNR7801578""",Completed,"""CID6881911""",Auto,Okhla,Huda City Centre,14.0,29.4,446.0,15.53,3.9,4.1,Cash,2024-02-18 22:35:09,22,18,6,2,1
2024-03-12,11:39:06,"""CNR4194199""",Completed,"""CID2244688""",Go Mini,Hero Honda Chowk,DLF City Court,12.6,19.6,95.0,24.97,4.2,3.3,Cash,2024-03-12 11:39:06,11,12,1,3,0
2024-05-04,18:04:33,"""CNR4310639""",Completed,"""CID3823529""",Uber XL,Jasola,Yamuna Bank,2.7,40.9,203.0,46.37,4.3,4.5,UPI,2024-05-04 18:04:33,18,4,5,5,1
2024-03-05,11:29:35,"""CNR1187736""",Completed,"""CID7744388""",Go Sedan,Anand Vihar ISBT,IMT Manesar,3.5,28.1,105.0,8.24,4.8,4.9,Credit Card,2024-03-05 11:29:35,11,5,1,3,0
2024-02-21,19:09:57,"""CNR6594164""",Completed,"""CID5976752""",Bike,Kirti Nagar,South Extension,14.8,31.2,188.0,4.54,4.6,4.1,Credit Card,2024-02-21 19:09:57,19,21,2,2,0
2024-01-29,22:43:08,"""CNR7760019""",Completed,"""CID4457245""",Premier Sedan,Lok Kalyan Marg,Maidan Garhi,14.4,34.8,441.0,4.81,4.6,4.3,UPI,2024-01-29 22:43:08,22,29,0,1,0
2024-07-07,15:06:49,"""CNR8234623""",Completed,"""CID7217574""",Go Mini,Inderlok,Vishwavidyalaya,7.7,37.1,508.0,6.99,4.7,4.7,Cash,2024-07-07 15:06:49,15,7,6,7,1
2024-07-31,21:20:50,"""CNR4795608""",Completed,"""CID6586471""",Auto,Sultanpur,Laxmi Nagar,4.0,33.2,332.0,27.72,4.8,4.5,Credit Card,2024-07-31 21:20:50,21,31,2,7,0
